feature,question,rel_question,labels
Where can I get International Driving License I am having Qatari License Will I get over my fear of driving in Qatar?,Hi How and where from can I get the International Driving License. I am possessing the Qatari Driving License. How quick I can get and how much it costs. I want to use this IDL in countries of Europe; Cananda and USA.,Hi all; I lived 3 years in Dubai; and I refused to drive. Huge SUVs and zooming luxury cars; speeding at all cost. Now in Qatar and I feel the driving is worse here; if that were possible. How will I ever be able to get behind the wheel and feel confident. I know I'm a wimp; but with 2 kids in tow; it just simply terrifies me.,Irrelevant
Where can I get International Driving License I am having Qatari License Is Qatar license valid in UAE?,Hi How and where from can I get the International Driving License. I am possessing the Qatari Driving License. How quick I can get and how much it costs. I want to use this IDL in countries of Europe; Cananda and USA.,Hi to everyone Just to correct Is Qatar DL convertible to UAE DL? Or we have to give some test there?My friend wants to shift to Dubai on residence permit,Relevant
Where can I get International Driving License I am having Qatari License I am getting miss cals from +224 55201665,Hi How and where from can I get the International Driving License. I am possessing the Qatari Driving License. How quick I can get and how much it costs. I want to use this IDL in countries of Europe; Cananda and USA.,I am getting mis cals from +224 55201665 and other numbers but when i tried to call no reply can any body tell me is it any scam call or what? any one else facing this problem??? what to do kindly help me...,Irrelevant
"Where can I get International Driving License I am having Qatari License ""LEAVING QATAR?",Hi How and where from can I get the International Driving License. I am possessing the Qatari Driving License. How quick I can get and how much it costs. I want to use this IDL in countries of Europe; Cananda and USA.,"MOST IMPORTANT QUESTION TO QL MEMBERS........ """"PEOPLE ARE LEAVING QATAR BECAUSE OF RISE IN RENT AND COST OF LIVING"""". I ALSO HEARD THAT LOTS OF PEOPLE WITH FAMILIES SHIFTING FROM QATAR TO OTHER PLACES. SCHOOLS IN QATAR ALSO FACING PROBLEMS WITH DISCONTINUATION IN ATTENDANCE ROLL.IS IT TRUE?""",Irrelevant
Where can I get International Driving License I am having Qatari License DRIVING RULE BOOK,Hi How and where from can I get the International Driving License. I am possessing the Qatari Driving License. How quick I can get and how much it costs. I want to use this IDL in countries of Europe; Cananda and USA.,Looking for a copy of the driving rules for Qatar.åÊ Do Newsagents; Traffic Dept or Driving Schools have copies for sale?åÊ Let&#39;s know if you can assist. By the way - no need for the jokes that may be there.åÊ Keep them to yourself.åÊ This is a research project.,Irrelevant
where is the best shop I can buy from it computer software Laptop repair,where is the best shop I can buy from it computer software,Where can I get my laptop fixed in Qatar? I'm pretty sure it is just a virus which is preventing the C drive from booting up but I need help fixing it.,Relevant
where is the best shop I can buy from it computer software Computer Repair Shop in Doha,where is the best shop I can buy from it computer software,Which is the best repair shop in Doha as our PC has not been starting since this morning?,Relevant
where is the best shop I can buy from it computer software Pls Help to Buy a Laptop,where is the best shop I can buy from it computer software,Hi; I am planning to buy one laptop and on searching. My budget is 3000QR. Which is most optimised one that i can buy? in my studies i am thinking that DELL inspiron 1525 is best. what is your openion? Any one experienced with the same model? hw s its performance? Can i buy it directly frm DELL? i think it s better than buying frm shops..,Relevant
where is the best shop I can buy from it computer software computer repair,where is the best shop I can buy from it computer software,any idea where i can repair my TOSHIBA laptop?? please help.,Relevant
where is the best shop I can buy from it computer software Upgrade or buy a new one?,where is the best shop I can buy from it computer software,We have a 4-year old Acer Laptop with the following specs: Intel Celeron 2.0 GHz-M 256 MB DDR SDRAM 30GB Ultra ATA/100 HDD 8x DVD-ROM Only using it to check emails and hubby plays pc games...but sometimes memory runs low... can laptops be upgraded? does it cost a lot? or is it better to buy a new one? i believe there are a lot of QL experts here for advise...,Irrelevant
where is the best shop I can buy from it computer software Pc Modders And Gamers...,where is the best shop I can buy from it computer software,Any Pc Modders here?? Any hardcore gamers around?? If yes; then this is the place for you all... Discussing about Pc Modifications; Building Higher End Rigs; Computer related discussions; doubts anything...,Irrelevant
where is the best shop I can buy from it computer software Purchasing an internet router?,where is the best shop I can buy from it computer software,Can one purchase a router in Qatar and connect it to Qtel's ADSL lines? My husband and I have 2 laptops and want to be able to connect them both to the internet. If so; where should one go to purhcase one? How much should I expect one to cost?,Irrelevant
where is the best shop I can buy from it computer software How to make a cheaper international call,where is the best shop I can buy from it computer software,I want use skype.Is it allowed in Qatar?,Irrelevant
where is the best shop I can buy from it computer software business opportunities in Qatar,where is the best shop I can buy from it computer software,hi every one;please help me put in finding some business oppurtunities in Qatar. jus let me know what business Qatar is lacking?that you find missing from other GCC countries... any scope for new business or new style of doing the existing business. or the changes you expect in the current Qatar Market...,Irrelevant
where is the best shop I can buy from it computer software Where can I have laptop keyboard fixed,where is the best shop I can buy from it computer software,I have some loose keys on my Acer laptop (not under warranty anymore) as my baby loves grabbing my laptop and hitting the keys really hard :) Where can I have these fixed quickly and cheaply? Thanks :),Irrelevant
Who Is more educated in QL.??? Choosing a wife,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,I came across this editorial on how Muslim men were supposedly intimidated by well-educated females in their thirties when it came to choosing a wife. http://www.altmuslimah.com/a/b/rsa/4291/ This raises the larger question; do you think men in general (regardless of religion) prefer to marry someone who is younger and less educated? Are marriages more successful when the woman is less educated and younger than the man?,Irrelevant
Who Is more educated in QL.??? Marriage before love?,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,I'm watching this movie Bride and Prejudice starring Aishwarya Rai and Martin Henderson and there's one scene in this movie where the mother offers her daughters to marry bachelors and the mother mentioned 'marriage first before love'. I thought you need to know your girl first before you marry? Is this 'marriage before love' a natural custom in India? Explain please.,Irrelevant
Who Is more educated in QL.??? How is Education at MES School Qatar,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,How is Education at MES School Qatar? I was planning to get my kids admission in this school. Appreciate if you could comment; recommend other school at Par. Thanks.,Irrelevant
Who Is more educated in QL.??? Global Overpopulation,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,Do you believe that globally we are overpopulated? Basically; what I'm asking is if you believe that the modern world needs to start introducing population control measures (Think China) Or just carry on the way we have for century's & hope technology can keep making breakthroughs & we can start burning through resources we never knew could be harnessed. I'm sure you can guess my opinion on the subject.,Irrelevant
Who Is more educated in QL.??? Qatari locals,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,Hello guys and girls; mothers and fathers; brothers and sisters; locals and expats! Can anyone tell me about behaviour of locals in Qatar? What kind of people they are? For instance; in Dubai; most of locals are very ignorant and arrogant and additionally they think that they are as if like a holy or someone from outer space; sorry for that; but that's how they act and behave in public. Is it the same in Qatar? Hope not. Many thanks!,Irrelevant
Who Is more educated in QL.??? International School of London,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,Comments anyone?,Irrelevant
Who Is more educated in QL.??? Doha vs Dubai,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,How does living costs; quality of life; etc (everything in general... lol) ... compare?,Irrelevant
Who Is more educated in QL.??? Qatar vs UAE vs Kuwait,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,For people who have been to all those places. Which one do you prefer to live/work in? For me personally its Abu Dhabi since its just years ahead of pretty much everyone in the middle east. Kuwait seems fun too but right now for me; Qatar is where the money is at. And yeah; this is just meant to be a thread to see peoples opinions; not a flaming contest. Keep it clean guys.,Irrelevant
Who Is more educated in QL.??? Hairdressers,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,Sorry for the girly nature of this question; but I'm desperate. Ladies; can you recommend a decent hairdresser in Doha? I've been here several months and all I've heard are horror stories. Any suggestions would be gratefully received; my hair is getting so long I'm starting to look like 'Cousin It' from the Addams Family.,Irrelevant
Who Is more educated in QL.??? Women. An equal partner or housemaid,hi dear memberz how r you all. freinds lets see who is more educated here?? but please dont mention your future plans only mention your current education. (truth will be appreciated)...thanx me graduate..,Ok... I wanted to start a topic i know will stir up some emotion because theirs nothing like a good old heated debate. Its mainly for the men here (but you lovely ladies are more than welcome (as if i could stop you anyway)). What is a womans role in society? Is she an equal partner in your relationship; or; is she just an expensive way to get your laundry done for nothing. No; seriously; i would be interested to see some views on this.Ìâ,Irrelevant
Pakistani restaurant ? New Pakistani Restaurant - Zaoq,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Anybody been to newly opened Pakistani Restaurant Zaoq? Can you provide feedback like quality of food and cost for the benefit of other QL members. Thanks,PerfectMatch
Pakistani restaurant ? Pakistani restaurants?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Hi; Are there any decent Pakistani restaurants in Doha? I'm looking for something of a mid-ranged price. I'd also be willing to consider Indian restaurants that serve northern Indian cuisine. Also; is there a place that serves NY-style pizza here? Probably not; since I could only find cheap immitations in Washington; DC. I guess I'll have to do with Pizza Hut:-( Thanks!,Relevant
Pakistani restaurant ? Punjaabi Restaurant,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Is there any Punjabi restaurant in doha ? Coz im missing the taste of punjabi food.,Relevant
Pakistani restaurant ? What is the best business for Pakistanis?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,What is the best business in Qatar for Pakistanis? And how much amount do I need to invest for a small business in Qatar? like; a small restaurant a small shop etc. Whats the procedure for the sponsorship?? and how do i get a good Qatari sponsor?,Relevant
Pakistani restaurant ? Mr. Broast restaurant,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Hello Qatar; Heard about this new restaurant in the Old Airport area (Mataar Qadeem) called Mr. Broast. Has anyone on here tried it out? It's usually busy there but I would like to know what you guys have to say about it before I take the plunge :) Cheers :),Relevant
Pakistani restaurant ? Which restaurant serves the Best Biryani in Town?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Can anyone suggest where i can get the tastiest BIRYANI in Town. Thank You.,Irrelevant
Pakistani restaurant ? Healthy eating options in Qatar Where?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Could someone please tell us where are the healthy eating shops as an alternative to the fat food places here. Only reply if you know of any alternatives i dont want to hear about wackdonalds or burgerfling.,Irrelevant
Pakistani restaurant ? Indian/Pakistani Clothes shops in Doha?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Does anyone know any decent ones please?,Irrelevant
Pakistani restaurant ? Best Chinese food in Doha?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Ok; where do I go?,Irrelevant
Pakistani restaurant ? Where We Get Haleem - Harees in Doha ?,Hey; has any of u been to Zaoq pakistani restaurant in salwa road ? Any recommendations ?,Assalamalaikum ...!!! Do anyone know where Haleem or Harees is available in Doha. I think many of them dont know abt this .. !! If nyone knows reply mee here..... Thanks ...,Relevant
Visit Visa for Dependents Family Visa process,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,How long it takes to process Husband/family visa? completed all requirements and 2 weeks now since my husband mandoub filed to immigration.No news heard since then..i was stranded here in Dubai waiting for that visa to finished..,Irrelevant
Visit Visa for Dependents Visa cancellation without passport,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,Can my sponsor cancel my visa even without my passport? Thank you guys...,Relevant
Visit Visa for Dependents Does husband under wifes sponsorship need an exit permit ?,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,My husband is under my sponsorship and we are going away for a long weekend together . Will I need to get him and exit permit and if so; how do I go about it ?,Relevant
Visit Visa for Dependents Application for Visit VISA,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,What is the process for applying a visit VISA? What all paper works involved? Any agencies are there doing the service?,Relevant
Visit Visa for Dependents FAMILY VISA APPROVAL TAKE MORE DAYS?,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,DEAR ALL; PLEASE LET ME KNOW HOW MANY DAYS TAKING FOR APPROVE FAMILY VISA NW; AM LAST WEDNESDAY(12/09/2012) APPLY FAMILY VISA FOR MY HUSBAND AND DAUGHTER; BUT STILL NOW SHOWING IN MOI WEBSITE ITZ UNDER REVIEW; ITZ USUAL REPLY? WHY DELAYED LIKE THIS? PLEASE HELP ME REGARDS DIVYA,Relevant
Visit Visa for Dependents Exit Permit while Sponsor outside Qatar?,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,Dear Friends; My son; who is working here on my sponsorship; will be in Doha while I would be outside Qatar on my leave. My question is: Can I get my sonÛªs Exit Permit NOW having advance dates and proceed to my vacations? I am confused that while mine being outside Qatar; my son may have problem getting outside Qatar; during my leave time?,Relevant
Visit Visa for Dependents Exit Permit Requiements,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,Hello All; My Parents are here on visit visa for a month. Do I need to provide Exit permit even for them? as they are only on visit visa for a month. Please provide your valuable advise. Thanks all.,Irrelevant
Visit Visa for Dependents Does an 18 yrs old son need exit permit?,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,if he is traveling with his father (sponsor) ?,Relevant
Visit Visa for Dependents 30-40k QAR per month,Hi All; Presently I am on a Business Visa is it possible my dependents join on Tourist/Visit Visa? Appreciate for your response,Hello everyone; A fairly straightforward question for you all: what type of jobs typically command a salary of 30-40k QAR per month (allowances are in addition to this salary) in Qatar? I'm from the UK and have applied for a job that has this salary. I think it's pretty awesome (please correct me if I am wrong) and was just wondering how it compared with other jobs. Thanks very much in advance for your help.,Irrelevant
What is considered a good package Is QR23;000 considered to be good salary? I would like to stay with my family and 4 children and I am INDIAN.,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Is QR23;000 considered to be good salary? I would like to stay with my family and 4 children and I am INDIAN.,Relevant
What is considered a good package working in scientific research,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hello everyone. I am wondering if anyone can help me in figuring out if the offer I received is a good one or not. I have a PhD and been offered a postdoc position in an american univeristy in Doha. The offer includes: 40.000 USD per anum Housing allowance car allowance and one ticket per year is this considered a good offer? Thanks for any input anna,Relevant
What is considered a good package Salary QR 14500/month is ok in Doha?,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi friends; Please I need your suggestions; I am Civil Engineer from India with 6 years experience in gulf; I have an offer of 14500 per month as full package.What do you think; is it Low;ok or good.,Relevant
What is considered a good package Are U.S. College Degrees Valuable in Qatar ?,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi Forum; I'm currently a student in America; completing my Bachelor's degree in Business Administration (Management Information Systems) from an accredited U.S. College. I heard that degrees from American or British colleges are very valuable in Qatar; is this true ? I will also pick up experience before applying for a job in Doha. Please kindly let me know; thanks.,Irrelevant
What is considered a good package Salary Package,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,If I were to make 40;000 QR a month; (total Compensation); and want to send two kids to the American School (roughly 90;000 QR per year); and rent a villa in a compound for 12000 QR per month; plus other expenses etc such as landline; internet access; groceries etc. Will that suffice for a family of four? Any thoughts would be much appreciated.,Relevant
What is considered a good package Salary in Private Equity,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi QL; could you please advice on what is an average salary in Investment bank/Private equity in Doha for a guy with 5-6 years of experience? More specifically; I would be interested to know what can be considered as an average: i) base salary ii) allowances (transportation and accomodation) iii) bonus. I come from Europe with 5+ years experience. Many thanks for your help!,Relevant
What is considered a good package Salary for assistan professor,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi All; Does anyone have an idea what is salary range for assitant professor in engineering diciplin; in qatar university or other universities in qatar? Thanks in advance for your time.,Irrelevant
What is considered a good package Working in Hamad Medical Center; is it good?,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Anyone here who's a Filipino working for Hamad Medical Center? Was it ok to work there? As a Filipino who will be getting QR 6;500 is that enough?,Irrelevant
What is considered a good package Does this sound OK?,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi; just wanted to have your views on this job offer for a single person: Basic Salary - 15;000 QR Plus housing; household bills paid; Medical insurance and airline flights as part of the package.,PerfectMatch
What is considered a good package salary of an accountant,What is considered a good package in Qatar? I was approaced by a company; they offer 1800USD + housing + relocation + schooling + transport. Is this good; bad ..... or just okay?,Hi. Anyone please advise me on what is the minimum salary for an accountant job/postion in Doha? And also the usual benefit(s). A million thanks in advance. SS,Relevant
*+im confused+* pls interpret! visa type in arabic to english,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,anyone who can interpret/translate this arabic into english?? (PLEASE SEE MY ATTACHMENT BELOW) this is part of the visa sent to me but it is in arabic;i need to know what type of visa is this; resident visa; visit visa; resident visit visa(is there such kind of visa?); or personal visit visa; etc.. THANKS!,Irrelevant
*+im confused+* LCD TV: Samsung or Sony ?,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,Greetings everyone; this is my first post on QL. Hope you all will be kind enough to extend your helpful views on it. I plan to buy a LCD TV and Im confused between Samsung and Sony. I would like your views on which brand is better in terms of quality; features and after-sales support extended by Techno Blue and Modern Home respectively for Samsung and Sony? Thank you,Irrelevant
*+im confused+* How to obtain CID clearance/ Job employment,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,Is anybody get CID clearance for employment at semi-government company only this month? I would like to ask how did you process your paper? ...any answer is appreciated...thank you,Irrelevant
*+im confused+* Qatar Police Clearance,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,Dears; I'm a Filipino currently working here in Ras Laffan Industrial City. My sister is in Canada and she advised me to acquire the police clearance here in Qatar for future reference when I will be migrating also. My questions: 1. What are the requirements to process a Qatar Police Clearance? 2. What are the steps to follow? Thank you! Regards bonjiek1981,Irrelevant
*+im confused+* Authentic Spanish Paella in Doha,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,Hello; Just came back from Barcelona where they have the best Paellas ever. This just woke up the Paella fire deep inside me ;) Anyone actually knows of a place that serves authentic Spanish Paellas in Doha ? Desperately Paella Hungry. Thanks ;),Irrelevant
*+im confused+* Hamad Medical corp Salary,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,hey guys. I`m a nurse here in the phils. i just signed a contract for hamad as a staff nurse. the offer is 5600 qatar riyals per month plus 1000 qatar riyal for transportation allowance. Is that a great deal? how about the free accommodation does it look good? I`m anxious about my new job. help pls.,Irrelevant
*+im confused+* Immigration in naia???,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,Ill be leaving this week; i obtained a business visa through company sponsorship. What are the documents needed to bring in naia? I heard that many of our kabayans are offloaded. Im quite confused. thanks!,Irrelevant
*+im confused+* confused,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,im confused.. because my company gave me an ultimatum to transfer my sponsorship because i resign at my previous work;;but they need a new visa before they can give me the NOC... unfortunately the company that ive got who gave an offer they dont have female visa.. what i need to do?? i dont have time...,Irrelevant
*+im confused+* advice me pls,*+i went to mall of asia few days ago+*i find a shop of rayban sunglasser*+and i cant believe it+*very cheap and original from usa*+compare to the prices back there in qatar+*really unbelievable*+,im haveing problem to find stuff for my nursery poeple they don't want to work with kids?!! i have more then 3 month looking for females techer/ assitants ; i can't find ??? what to do any suggestion? i realy need help,Irrelevant
how about an english speeking course only for keralites? Which Language is Spoken In Doha,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,What is the Spoken language in Doha is it Urdu or Arabic. Please let me know a website where I can learn the Spoken language in Doha?,Relevant
how about an english speeking course only for keralites? Indians,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,Why are Indians so unoriginal? India copies everything done in the West. Hollywood has become Bollywood and even the movies are copied. Indian actors/actresses try hard to emulate Hollywood stars and always use the word 'cool' in their interviews. Rock/pop music is also copied. It seems Indians are too busy trying to be 'Western' they forget who they are!,Irrelevant
"how about an english speeking course only for keralites? ""To Be with a Non-Filipino A Sin?",Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,"Hi To All! Im married to a non-filipino man and it pisses me off everytime we go out like shopping and people will gv us this nasty looks as if it is a big deal for them if a filipina is with a guy of other nationality (mostly who does this are indians). Sometimes also some kabayans would say """" Nakabingwit Si Kabayan Ng Malaking Isda"""";it always happen to me in Souq; I mean Why? Is Loving Him A Sin?""",Irrelevant
how about an english speeking course only for keralites? Can all British teach English?,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,Why is it so hard to find qualified - certified British instructors of English Language in Qatar! Are they really few? How can I get in touch with them? Any social clubs that they might meet at in town?,Irrelevant
how about an english speeking course only for keralites? doha is developing but how good is the real development?,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,give me your comments people. personally i think the development right now is done without any vision what so ever. the basic services still suck big time.. I would be happy to the the depths of my heart the day i see a government service personnel who can understand and communicate in good english? or is learning arabic mandatory??? do let me know,Irrelevant
how about an english speeking course only for keralites? and Indians complain of racism abroad....!,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,http://www.ndtv.com/news/india/doctors_work_together_but_eat_by_caste.php This is about highly educated Doctors in an Indian Medical College whose food is cooked in separate kitchens based on their caste hierarchy! When this is how educated Indians live in India; what right do Indians have to complain about Racism elsewhere?,Irrelevant
how about an english speeking course only for keralites? M.E.S indian school. Anarchist,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,M.E.S started refusing admission to certain nationals back in 1998. There rationale was that students from certain background can be a disruptive influence. Critics were in peace back then. Now; it is simply ridiculous. Why refuse admission to non-Indian nationals? Is the eduction ministry aware of this? There should be tough rules and fines for this. I know of no PRIVATE schools in qatar or overseas which conduct in such non ethical fashion.,Irrelevant
how about an english speeking course only for keralites? Why Arabs are Rude,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,In general; I find Arab people are NOT gentle. I am telling that from my 14 years of experience in the gulf. I mean most of them are rude. I see it in every segment of people not only higher class. Can anyone tell me if that is ego problem (Superiority complex) or something else? I know every where we will find bad-mannered people but in Arab's you will find plenty of the them. Yesterday i faced the same in customer service( I doubt) in Jarir book shop.,Irrelevant
how about an english speeking course only for keralites? How is Education at MES School Qatar,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,How is Education at MES School Qatar? I was planning to get my kids admission in this school. Appreciate if you could comment; recommend other school at Par. Thanks.,Irrelevant
how about an english speeking course only for keralites? Seeking admission in DESS...please help,Dear Keralites pls inform me your feelings about an English speeking course only for keralites especially middle level and lower grade employees.,Dear everyone in this forum; I am an India and ny kids are currently studying in an Indian school in Doha. I want some information on DESS (Doha English Speaking school). I want to put both my child (aged 7 and 8) in DESS. I heard the school is very good. can you please suggest how should I prepare them for this? Is there any interview process? Any reference is accepted? Please help..,Relevant
Visa Approved what next? FAMILY VISA APPROVAL TAKE MORE DAYS?,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,DEAR ALL; PLEASE LET ME KNOW HOW MANY DAYS TAKING FOR APPROVE FAMILY VISA NW; AM LAST WEDNESDAY(12/09/2012) APPLY FAMILY VISA FOR MY HUSBAND AND DAUGHTER; BUT STILL NOW SHOWING IN MOI WEBSITE ITZ UNDER REVIEW; ITZ USUAL REPLY? WHY DELAYED LIKE THIS? PLEASE HELP ME REGARDS DIVYA,Relevant
Visa Approved what next? Application Under Review,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,Dear QL Friends; I have submitted visit visa documents on Thursday 31st Jan 2012 in Wakra branch and later when I check status of visa on MOI website it was showing application under review. Can anyone please advice that how much time it will take to be approved or anyone have faced the same situation and got an approval or rejection ?? Regards; Hassan,Relevant
Visa Approved what next? FAMILY VISA APPROVAL SHOWING UNDER REVIEW; WHICH MEANS?,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,DEAR ALL; PLEASE LET ME KNOW MY FAMILY VISA APPROVAL SHOWING UNDER REVIEW; WHICH MEANS MY APPLICATION ACCEPTED OR NOT YET ACCEPTED OR REJECTED? WITH MY APPLICATION I AM SUBMITTED MY COMPANY ACCOMADATION RENTAL CONNTRAT WITHOUT ATTESTATION;ITZ OK? PLS ADVICE ME THANKS IN ADVANCE,Relevant
Visa Approved what next? Family Residence Visa Application Rejected,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,My Family Residence Visa Application Rejected and got a schedule to meet committee after one month. In the meantime Can I apply for visit visa for my family?,Relevant
Visa Approved what next? family visa rejected what to do next?,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,I have 13000 salary plus company provided accommodation.. i submit all required doc salary certificate+ marriage certificate+ bank statement but i got rejected family visa today.:( I already apply for my yearly vocation and i am going on this month 20th june.... so should i ask for an interiew before or after come back from vocation? plz guide me what to do next? Thanks,Irrelevant
